cnt,t1,hum,wind_speed,weather_code,is_holiday,is_weekend,season,hour
171,8.0,79.0,15.0,1,0,1,3,8
273,9.0,84.5,19.0,7,0,1,3,9
410,10.0,82.0,23.0,7,0,1,3,10
348,9.0,87.0,26.0,7,0,1,3,11
241,9.0,87.0,27.0,7,0,1,3,12
173,9.0,87.0,26.0,7,0,1,3,13
185,9.5,84.5,24.0,7,0,1,3,14
316,10.0,85.0,14.0,7,0,1,3,15
357,9.5,84.5,10.0,7,0,1,3,16
344,9.0,87.0,6.5,3,0,1,3,17
375,9.0,87.0,7.0,2,0,1,3,18
262,8.5,90.0,6.5,1,0,1,3,19
237,8.0,87.0,8.0,1,0,1,3,20
228,7.0,93.0,7.0,1,0,1,3,21
169,8.0,87.0,8.0,1,0,1,3,22
140,8.0,87.0,9.0,1,0,1,3,23
81,8.0,87.0,10.0,1,0,0,3,0
59,8.0,84.5,13.0,1,0,0,3,1
34,8.0,82.0,11.0,1,0,0,3,2
25,8.0,82.0,12.0,2,0,0,3,3
37,8.0,82.0,10.0,2,0,0,3,4
102,8.0,84.5,11.0,2,0,0,3,5
454,8.0,87.0,11.0,1,0,0,3,6
1570,8.0,84.5,12.0,1,0,0,3,7
3236,8.5,82.0,14.0,2,0,0,3,8
1347,9.0,84.5,14.0,2,0,0,3,9
621,10.0,82.0,16.0,2,0,0,3,10
640,10.5,77.0,17.0,2,0,0,3,11
764,11.0,74.5,17.0,7,0,0,3,12
821,10.0,82.0,13.0,7,0,0,3,13
764,10.0,79.0,8.0,2,0,0,3,14
865,9.5,84.5,10.0,2,0,0,3,15
1193,9.0,87.0,10.0,2,0,0,3,16
2819,9.0,84.5,11.0,2,0,0,3,17
2439,8.5,82.0,11.0,1,0,0,3,18
1184,9.0,76.0,12.0,1,0,0,3,19
614,9.0,82.0,15.0,3,0,0,3,20
397,8.0,87.0,14.0,1,0,0,3,21
293,9.0,82.0,15.0,3,0,0,3,22
174,9.0,82.0,13.0,2,0,0,3,23
93,9.0,87.0,16.0,7,0,0,3,0
53,9.0,87.0,14.0,7,0,0,3,1
47,9.0,84.5,15.0,7,0,0,3,2
23,9.0,84.5,9.0,2,0,0,3,3
37,9.0,87.0,10.0,2,0,0,3,4
86,9.0,84.5,8.0,2,0,0,3,5
501,8.5,87.0,6.5,2,0,0,3,6
1803,8.5,84.5,8.0,2,0,0,3,7
3725,8.0,90.0,7.0,2,0,0,3,8
1719,8.5,87.0,6.5,2,0,0,3,9
700,10.0,82.0,5.0,2,0,0,3,10
645,10.0,82.0,9.0,2,0,0,3,11
828,10.5,79.5,11.0,2,0,0,3,12
896,10.5,79.5,10.0,2,0,0,3,13
820,10.0,82.0,7.5,2,0,0,3,14
846,10.0,82.0,5.5,2,0,0,3,15
1315,9.5,84.5,6.5,2,0,0,3,16
2956,9.0,87.0,7.0,3,0,0,3,17
2561,9.5,84.5,6.0,7,0,0,3,18
1367,9.0,87.0,8.0,2,0,0,3,19
705,8.5,90.0,8.0,3,0,0,3,20
488,8.0,90.0,7.0,4,0,0,3,21
383,7.5,90.0,6.5,3,0,0,3,22
208,6.0,93.0,5.5,2,0,0,3,23
99,6.0,93.0,3.0,4,0,0,3,0
90,7.0,87.0,7.0,4,0,0,3,1
36,6.5,90.0,7.5,1,0,0,3,2
29,6.5,93.0,5.0,7,0,0,3,3
17,6.5,96.5,5.5,26,0,0,3,4
85,6.0,100.0,5.5,26,0,0,3,5
499,7.0,93.0,4.0,7,0,0,3,6
1769,7.0,93.0,5.0,3,0,0,3,7
3796,7.0,93.0,3.0,3,0,0,3,8
1849,7.0,93.0,9.0,3,0,0,3,9
696,7.0,93.0,10.0,3,0,0,3,10
568,7.0,93.0,8.5,3,0,0,3,11
773,8.0,87.0,6.5,4,0,0,3,12
867,8.0,87.0,6.5,3,0,0,3,13
809,8.0,87.0,6.0,3,0,0,3,14
782,8.0,87.0,5.0,3,0,0,3,15
1204,8.0,84.5,6.5,3,0,0,3,16
2853,8.0,82.0,6.0,3,0,0,3,17
2686,8.0,82.0,6.5,3,0,0,3,18
1505,7.0,90.0,7.0,2,0,0,3,19
834,7.0,87.0,6.5,2,0,0,3,20
548,6.0,93.0,6.5,2,0,0,3,21
393,6.0,93.0,9.0,2,0,0,3,22
251,6.5,90.0,12.0,2,0,0,3,23
111,7.0,87.0,15.0,2,0,0,3,0
79,8.0,87.0,14.0,3,0,0,3,1
33,9.0,82.0,17.0,7,0,0,3,2
35,9.0,82.0,19.5,7,0,0,3,3
33,9.0,76.0,24.0,7,0,0,3,4
43,8.0,87.0,22.0,7,0,0,3,5
232,8.0,87.0,20.5,7,0,0,3,6
836,8.5,90.0,15.0,7,0,0,3,7
2529,9.0,87.0,10.5,7,0,0,3,8
1445,10.0,91.0,9.0,7,0,0,3,9
490,11.0,88.0,19.5,7,0,0,3,10
228,10.0,88.0,28.5,10,0,0,3,11
415,8.0,82.0,44.0,3,0,0,3,12
655,8.5,69.0,47.0,3,0,0,3,13
685,8.5,62.0,43.0,2,0,0,3,14
838,8.0,62.0,37.0,2,0,0,3,15
1186,8.0,59.5,29.5,2,0,0,3,16
2668,7.5,59.0,29.5,2,0,0,3,17
2467,7.0,61.0,28.0,2,0,0,3,18
1280,7.0,61.0,24.0,1,0,0,3,19
713,6.0,66.0,25.0,1,0,0,3,20
507,6.0,66.0,26.0,1,0,0,3,21
363,5.0,70.0,16.0,1,0,0,3,22
212,5.0,76.0,18.0,1,0,0,3,23
120,5.0,76.0,18.0,1,0,0,3,0
82,5.0,76.0,15.0,1,0,0,3,1
67,5.0,76.0,12.0,1,0,0,3,2
37,4.0,81.0,9.0,1,0,0,3,3
31,5.0,76.0,10.0,1,0,0,3,4
88,5.0,76.0,8.0,1,0,0,3,5
479,5.0,78.5,5.0,1,0,0,3,6
1702,6.0,78.5,10.0,2,0,0,3,7
3545,7.0,76.0,12.0,2,0,0,3,8
1759,7.5,78.5,15.0,2,0,0,3,9
690,8.5,73.5,14.0,3,0,0,3,10
571,9.5,69.0,18.5,2,0,0,3,11
822,10.0,67.0,21.0,2,0,0,3,12
873,10.0,67.0,17.0,7,0,0,3,13
790,9.5,71.5,17.0,7,0,0,3,14
891,9.0,79.0,12.0,2,0,0,3,15
1384,8.0,82.0,11.0,2,0,0,3,16
2060,8.0,84.5,12.0,7,0,0,3,17
1895,8.0,87.0,11.0,7,0,0,3,18
1041,8.0,84.5,11.0,3,0,0,3,19
647,8.0,82.0,10.0,2,0,0,3,20
411,8.0,84.5,11.0,2,0,0,3,21
389,8.5,84.5,9.0,1,0,0,3,22
388,9.0,82.0,15.0,2,0,0,3,23
292,9.0,79.0,16.0,7,0,1,3,0
201,9.0,84.5,16.0,7,0,1,3,1
120,9.0,87.0,13.0,7,0,1,3,2
119,9.0,82.0,16.0,7,0,1,3,3
57,9.0,82.0,10.0,7,0,1,3,4
48,9.0,84.5,12.0,2,0,1,3,5
88,9.0,84.5,10.0,2,0,1,3,6
161,9.0,82.0,11.0,2,0,1,3,7
391,9.0,84.5,15.0,2,0,1,3,8
618,9.5,82.0,18.0,2,0,1,3,9
908,10.0,85.0,14.0,2,0,1,3,10
1114,11.0,82.0,15.0,7,0,1,3,11
1129,11.0,82.0,14.0,7,0,1,3,12
1149,11.0,79.5,17.5,7,0,1,3,13
1173,11.0,77.0,19.0,3,0,1,3,14
1106,11.0,77.0,19.5,7,0,1,3,15
854,11.0,77.0,26.0,7,0,1,3,16
285,10.5,85.0,24.0,7,0,1,3,17
496,11.0,77.0,26.0,7,0,1,3,18
434,10.5,82.5,26.0,7,0,1,3,19
333,11.0,77.0,23.0,7,0,1,3,20
106,7.5,81.5,33.5,7,0,1,3,21
211,7.5,78.5,21.0,7,0,1,3,22
190,7.5,78.5,17.5,7,0,1,3,23
168,7.0,81.0,24.5,26,0,1,3,0
192,7.0,76.0,23.0,1,0,1,3,1
140,7.0,76.0,20.5,1,0,1,3,2
78,7.0,76.0,23.0,1,0,1,3,3
63,7.5,73.5,21.0,1,0,1,3,4
57,8.0,71.0,19.5,2,0,1,3,5
69,7.5,73.5,24.0,3,0,1,3,6
100,7.0,76.0,21.0,1,0,1,3,7
229,7.0,76.0,19.5,1,0,1,3,8
521,7.0,78.5,23.0,2,0,1,3,9
837,7.0,78.5,21.0,1,0,1,3,10
1071,8.5,71.0,20.5,1,0,1,3,11
1555,9.0,66.0,23.0,2,0,1,3,12
1721,8.5,71.0,19.5,2,0,1,3,13
1752,8.0,71.0,18.0,2,0,1,3,14
1461,8.0,68.5,21.5,7,0,1,3,15
1169,6.5,73.5,18.0,7,0,1,3,16
890,6.5,76.0,16.0,1,0,1,3,17
685,6.5,78.5,14.0,1,0,1,3,18
489,6.0,81.0,15.0,1,0,1,3,19
394,6.5,78.5,10.0,1,0,1,3,20
310,7.0,81.0,11.0,1,0,1,3,21
218,7.0,81.0,16.5,1,0,1,3,22
151,7.0,76.0,11.0,7,0,1,3,23
60,7.0,78.5,11.0,7,0,0,3,0
21,6.5,87.0,11.0,7,0,0,3,1
16,7.0,87.0,18.0,7,0,0,3,2
20,7.0,87.0,15.0,7,0,0,3,3
15,7.5,87.0,23.5,26,0,0,3,4
71,7.0,81.0,17.5,7,0,0,3,5
252,7.0,84.0,19.5,7,0,0,3,6
1361,7.0,87.0,9.0,7,0,0,3,7
3289,7.0,87.0,6.5,3,0,0,3,8
1747,8.0,82.0,16.0,2,0,0,3,9
646,7.5,81.5,19.5,3,0,0,3,10
558,7.0,84.0,17.0,3,0,0,3,11
783,7.0,81.0,18.0,2,0,0,3,12
849,7.5,78.5,17.0,3,0,0,3,13
764,8.0,76.0,18.5,3,0,0,3,14
726,8.0,76.0,15.0,3,0,0,3,15
1174,7.0,81.0,16.0,3,0,0,3,16
2771,7.0,84.0,18.0,3,0,0,3,17
2671,7.0,81.0,18.5,3,0,0,3,18
1479,7.0,78.5,21.5,3,0,0,3,19
835,7.0,78.5,18.5,2,0,0,3,20
500,6.0,87.0,16.0,2,0,0,3,21
310,6.0,87.0,18.0,4,0,0,3,22
174,6.0,81.0,18.0,4,0,0,3,23
95,5.5,84.0,18.0,3,0,0,3,0
44,5.0,87.0,20.5,3,0,0,3,1
40,5.0,87.0,20.0,2,0,0,3,2
30,5.0,87.0,21.0,1,0,0,3,3
39,5.0,84.0,24.0,2,0,0,3,4
90,5.0,84.0,24.0,2,0,0,3,5
610,5.0,81.0,28.0,2,0,0,3,6
1953,5.0,81.0,28.0,2,0,0,3,7
4007,5.0,81.0,29.0,2,0,0,3,8
2014,6.0,76.0,27.0,2,0,0,3,9
799,7.0,68.5,28.0,3,0,0,3,10
730,7.0,68.5,28.0,3,0,0,3,11
822,7.0,71.0,29.5,3,0,0,3,12
923,8.0,68.5,28.5,7,0,0,3,13
659,7.5,73.5,32.0,7,0,0,3,14
722,7.0,76.0,27.0,7,0,0,3,15
1243,7.0,73.5,30.5,2,0,0,3,16
2588,7.0,73.5,36.0,7,0,0,3,17
2239,7.0,76.0,35.0,2,0,0,3,18
1274,7.0,76.0,38.0,7,0,0,3,19
811,7.0,76.0,29.0,7,0,0,3,20
541,6.5,78.5,32.5,7,0,0,3,21
338,6.0,81.0,28.0,7,0,0,3,22
188,6.0,78.5,26.0,7,0,0,3,23
123,6.0,78.5,24.0,4,0,0,3,0
49,6.0,78.5,24.0,3,0,0,3,1
40,6.0,76.0,28.0,3,0,0,3,2
22,6.0,73.5,24.0,3,0,0,3,3
39,5.5,70.5,25.0,3,0,0,3,4
100,5.0,70.0,21.0,1,0,0,3,5
622,4.0,75.0,20.0,1,0,0,3,6
1979,4.0,75.0,22.0,1,0,0,3,7
4054,4.0,75.0,20.5,1,0,0,3,8
2060,5.0,73.0,19.5,1,0,0,3,9
874,6.0,71.0,19.5,1,0,0,3,10
726,6.0,66.0,16.0,1,0,0,3,11
919,6.5,63.5,17.0,1,0,0,3,12
959,7.0,59.0,16.0,1,0,0,3,13
910,7.0,59.0,17.0,1,0,0,3,14
922,7.0,59.0,11.0,1,0,0,3,15
1262,6.5,63.5,12.0,1,0,0,3,16
2818,6.0,66.0,12.0,1,0,0,3,17
2688,6.0,71.0,14.0,1,0,0,3,18
1523,6.0,76.0,16.0,1,0,0,3,19
876,6.0,78.5,14.0,1,0,0,3,20
480,6.5,76.0,15.0,7,0,0,3,21
317,6.0,81.0,13.0,7,0,0,3,22
224,6.0,81.0,14.0,7,0,0,3,23
72,6.0,81.0,17.0,7,0,0,3,0
53,6.0,87.0,18.5,7,0,0,3,1
45,5.0,87.0,19.5,7,0,0,3,2
33,5.0,84.0,19.0,2,0,0,3,3
42,4.0,87.0,19.0,2,0,0,3,4
88,3.5,87.0,18.0,2,0,0,3,5
542,3.0,87.0,20.0,2,0,0,3,6
1841,3.0,87.0,19.5,1,0,0,3,7
4039,3.5,84.0,18.0,2,0,0,3,8
1593,4.0,81.0,26.0,7,0,0,3,9
721,4.5,78.5,22.0,3,0,0,3,10
617,5.0,76.0,33.5,3,0,0,3,11
727,5.0,78.5,31.0,7,0,0,3,12
766,5.0,73.0,32.0,3,0,0,3,13
691,6.0,66.0,30.5,3,0,0,3,14
771,5.0,61.0,32.5,3,0,0,3,15
1182,5.0,61.0,32.5,2,0,0,3,16
2514,5.0,53.0,30.5,2,0,0,3,17
2427,4.0,56.0,36.0,1,0,0,3,18
1355,4.0,56.0,29.0,1,0,0,3,19
837,4.0,58.5,32.0,1,0,0,3,20
536,4.0,61.0,30.5,1,0,0,3,21
402,4.0,61.0,27.0,1,0,0,3,22
292,4.0,61.0,29.0,1,0,0,3,23
135,4.0,67.5,26.0,1,0,0,3,0
78,3.5,72.5,24.0,1,0,0,3,1
52,3.0,75.0,24.0,1,0,0,3,2
34,3.0,75.0,26.0,2,0,0,3,3
36,3.0,81.0,23.0,2,0,0,3,4
86,3.0,75.0,24.0,2,0,0,3,5
499,3.0,75.0,23.0,2,0,0,3,6
1657,3.0,78.0,20.5,2,0,0,3,7
3590,3.0,75.0,19.5,2,0,0,3,8
1857,3.0,75.0,22.0,2,0,0,3,9
816,4.0,67.5,23.0,2,0,0,3,10
743,4.5,65.5,25.0,2,0,0,3,11
993,5.5,55.0,25.0,1,0,0,3,12
1033,6.0,53.0,24.0,1,0,0,3,13
961,6.0,57.0,26.0,2,0,0,3,14
1024,6.0,55.0,23.0,2,0,0,3,15
1315,5.0,63.5,16.0,2,0,0,3,16
2484,5.0,66.0,18.0,1,0,0,3,17
1984,4.0,72.5,19.5,1,0,0,3,18
1135,4.0,75.0,17.0,1,0,0,3,19
726,4.0,72.5,21.0,1,0,0,3,20
479,4.0,70.0,18.0,1,0,0,3,21
365,3.5,78.0,14.0,2,0,0,3,22
364,3.0,81.0,13.0,1,0,0,3,23
300,3.0,81.0,15.0,1,0,1,3,0
231,3.0,81.0,16.0,3,0,1,3,1
151,3.0,81.0,11.0,3,0,1,3,2
96,2.5,81.0,10.0,3,0,1,3,3
75,2.0,81.0,8.5,1,0,1,3,4
59,2.0,75.0,8.5,1,0,1,3,5
82,2.0,75.0,10.0,1,0,1,3,6
159,2.0,75.0,10.0,1,0,1,3,7
407,2.0,75.0,9.0,1,0,1,3,8
671,2.0,75.0,10.0,1,0,1,3,9
941,3.0,70.0,10.0,2,0,1,3,10
1215,4.0,70.0,12.0,1,0,1,3,11
1495,4.0,70.0,11.0,1,0,1,3,12
1613,5.0,66.0,12.0,1,0,1,3,13
1595,5.0,68.0,12.0,1,0,1,3,14
1488,5.0,66.0,12.0,1,0,1,3,15
1293,4.0,70.0,8.0,1,0,1,3,16
1018,3.0,75.0,7.0,1,0,1,3,17
907,3.5,75.0,10.0,1,0,1,3,18
772,3.0,78.0,5.0,1,0,1,3,19
618,3.0,81.0,6.0,1,0,1,3,20
445,3.0,81.0,2.0,7,0,1,3,21
256,3.0,81.0,7.0,7,0,1,3,22
204,2.5,84.0,7.5,7,0,1,3,23
226,2.0,87.0,5.0,7,0,1,3,0
184,2.0,87.0,3.5,7,0,1,3,1
115,2.0,87.0,0.0,26,0,1,3,2
71,1.0,93.0,6.5,26,0,1,3,3
36,1.0,93.0,9.0,26,0,1,3,4
47,1.0,93.0,5.5,26,0,1,3,5
50,2.0,84.0,6.5,26,0,1,3,6
96,2.0,84.0,7.0,26,0,1,3,7
195,2.0,87.0,6.5,1,0,1,3,8
396,2.0,87.0,5.5,1,0,1,3,9
698,2.5,84.0,6.5,4,0,1,3,10
879,3.0,81.0,8.0,4,0,1,3,11
1074,4.0,75.0,8.0,3,0,1,3,12
1162,4.0,75.0,9.0,3,0,1,3,13
1073,4.0,81.0,7.0,3,0,1,3,14
1117,4.0,81.0,10.0,3,0,1,3,15
948,4.0,81.0,11.0,2,0,1,3,16
786,4.0,75.0,15.0,2,0,1,3,17
760,4.0,70.0,14.0,1,0,1,3,18
581,4.0,65.0,16.0,1,0,1,3,19
436,4.0,67.5,14.0,1,0,1,3,20
337,4.0,70.0,14.0,2,0,1,3,21
315,4.0,70.0,14.0,4,0,1,3,22
180,4.5,70.0,16.0,4,0,1,3,23
101,4.0,78.0,15.0,4,0,0,3,0
60,4.0,81.0,13.0,4,0,0,3,1
28,4.0,81.0,12.0,3,0,0,3,2
27,4.0,81.0,12.0,3,0,0,3,3
31,4.0,81.0,14.0,2,0,0,3,4
81,4.0,78.0,15.0,1,0,0,3,5
540,3.5,78.0,12.0,2,0,0,3,6
1741,3.0,81.0,9.0,2,0,0,3,7
3765,3.0,81.0,13.0,2,0,0,3,8
1821,3.0,84.0,14.0,2,0,0,3,9
714,4.0,75.0,14.0,2,0,0,3,10
610,4.0,75.0,13.0,2,0,0,3,11
796,4.5,72.5,16.0,2,0,0,3,12
929,4.0,70.0,15.0,3,0,0,3,13
724,4.0,67.5,14.0,3,0,0,3,14
820,3.5,70.0,12.0,2,0,0,3,15
1283,2.5,72.5,10.0,2,0,0,3,16
2774,2.5,67.5,11.0,1,0,0,3,17
2630,2.0,65.0,10.0,1,0,0,3,18
1439,1.5,67.5,9.0,1,0,0,3,19
812,1.0,72.5,6.5,1,0,0,3,20
521,0.5,75.0,3.0,1,0,0,3,21
334,0.0,75.0,6.0,1,0,0,3,22
181,0.0,80.0,6.0,1,0,0,3,23
86,0.0,80.0,5.5,1,0,0,3,0
36,-1.0,86.0,4.0,1,0,0,3,1
17,-1.0,80.0,3.5,1,0,0,3,2
21,-1.0,86.0,2.0,1,0,0,3,3
25,-1.0,83.0,0.0,1,0,0,3,4
111,-0.5,83.0,3.0,1,0,0,3,5
569,-0.5,80.0,4.0,1,0,0,3,6
1834,-0.5,83.0,2.0,1,0,0,3,7
3887,0.0,80.0,0.0,1,0,0,3,8
1847,0.0,80.0,5.0,1,0,0,3,9
833,1.5,75.5,0.0,1,0,0,3,10
736,3.5,63.0,0.0,1,0,0,3,11
858,4.0,58.5,4.0,1,0,0,3,12
985,5.0,45.5,2.0,1,0,0,3,13
926,5.0,40.5,5.0,1,0,0,3,14
932,5.0,36.0,0.0,1,0,0,3,15
1350,4.0,42.0,0.0,1,0,0,3,16
2782,3.0,56.0,5.0,1,0,0,3,17
2563,2.5,60.0,2.0,1,0,0,3,18
1451,2.0,60.0,4.0,1,0,0,3,19
822,1.0,67.5,2.0,1,0,0,3,20
549,0.5,75.0,4.0,1,0,0,3,21
363,0.0,69.0,2.0,1,0,0,3,22
236,0.0,75.0,7.5,1,0,0,3,23
107,0.0,75.0,2.0,1,0,0,3,0
53,-0.5,77.5,5.0,1,0,0,3,1
24,-0.5,75.0,4.0,1,0,0,3,2
29,-1.0,77.5,7.0,1,0,0,3,3
34,-1.0,75.0,6.5,1,0,0,3,4
71,-1.0,75.0,4.0,1,0,0,3,5
544,-1.0,77.5,7.5,1,0,0,3,6
1763,-1.0,80.0,8.0,2,0,0,3,7
3681,-0.5,80.0,8.0,3,0,0,3,8
1954,0.5,77.5,6.5,3,0,0,3,9
793,1.5,78.0,7.0,3,0,0,3,10
728,2.5,72.5,4.0,2,0,0,3,11
972,4.5,68.0,2.0,2,0,0,3,12
991,5.0,70.0,5.0,2,0,0,3,13
906,5.5,68.0,6.0,2,0,0,3,14
960,5.5,68.0,6.0,2,0,0,3,15
1296,4.5,72.5,8.0,2,0,0,3,16
2650,4.0,75.0,6.5,2,0,0,3,17
2532,3.5,78.0,6.0,1,0,0,3,18
1478,2.5,81.0,5.0,1,0,0,3,19
881,1.5,90.0,4.0,1,0,0,3,20
601,1.0,90.0,4.0,1,0,0,3,21
446,1.0,90.0,3.0,1,0,0,3,22
306,1.0,87.0,5.0,1,0,0,3,23
120,0.5,90.0,5.5,1,0,0,3,0
71,-0.5,96.5,9.0,4,0,0,3,1
59,-1.0,93.0,6.5,1,0,0,3,2
32,-1.0,93.0,3.5,1,0,0,3,3
46,-0.5,93.0,5.5,1,0,0,3,4
84,-1.0,93.0,11.0,3,0,0,3,5
549,0.0,87.0,7.0,3,0,0,3,6
1779,1.5,81.0,7.0,3,0,0,3,7
3653,2.5,78.0,8.0,3,0,0,3,8
1942,3.5,78.0,7.0,3,0,0,3,9
795,4.5,72.5,8.0,3,0,0,3,10
710,6.0,66.0,11.0,3,0,0,3,11
877,7.0,63.5,18.5,3,0,0,3,12
909,8.0,62.0,18.5,1,0,0,3,13
838,8.0,62.0,16.0,1,0,0,3,14
935,7.5,61.5,12.0,1,0,0,3,15
1305,6.5,66.0,15.0,1,0,0,3,16
2560,6.0,66.0,15.0,1,0,0,3,17
2490,6.0,71.0,15.0,1,0,0,3,18
1392,6.0,71.0,12.0,1,0,0,3,19
848,5.0,76.0,11.0,1,0,0,3,20
610,4.0,75.0,9.0,1,0,0,3,21
476,5.0,70.0,9.0,1,0,0,3,22
298,5.0,73.0,11.0,1,0,0,3,23
181,6.0,71.0,13.0,1,0,0,3,0
122,6.0,71.0,15.0,1,0,0,3,1
71,6.0,71.0,13.0,4,0,0,3,2
38,6.0,71.0,11.0,4,0,0,3,3
42,6.0,71.0,13.0,4,0,0,3,4
87,6.0,73.5,13.0,2,0,0,3,5
542,6.5,73.5,13.0,3,0,0,3,6
1594,7.0,73.5,14.0,3,0,0,3,7
2803,6.5,84.0,16.0,7,0,0,3,8
1261,7.0,84.0,15.0,7,0,0,3,9
519,7.0,87.0,14.0,7,0,0,3,10
473,8.0,87.0,14.0,7,0,0,3,11
439,8.5,87.0,16.0,7,0,0,3,12
497,9.0,87.0,16.0,7,0,0,3,13
456,10.0,91.0,14.0,7,0,0,3,14
720,10.5,91.0,12.0,3,0,0,3,15
1239,11.0,88.0,15.0,2,0,0,3,16
2333,10.5,85.0,18.0,1,0,0,3,17
1900,10.0,79.0,20.0,1,0,0,3,18
1138,10.0,76.0,19.0,1,0,0,3,19
669,9.5,79.0,16.0,1,0,0,3,20
468,9.0,82.0,19.0,1,0,0,3,21
348,9.0,76.0,20.0,1,0,0,3,22
388,8.5,79.0,19.5,1,0,0,3,23
292,8.0,84.5,20.0,1,0,1,3,0
246,8.0,84.5,21.0,1,0,1,3,1
175,8.0,84.5,18.5,1,0,1,3,2
148,8.0,82.0,14.5,1,0,1,3,3
95,7.5,84.5,13.0,1,0,1,3,4
80,7.0,87.0,10.0,1,0,1,3,5
70,7.5,87.0,8.0,1,0,1,3,6
171,7.5,87.0,13.0,1,0,1,3,7
348,7.0,87.0,8.0,1,0,1,3,8
716,8.0,87.5,6.0,1,0,1,3,9
1076,8.5,87.0,6.5,1,0,1,3,10
1544,10.5,79.5,12.0,1,0,1,3,11
1601,9.0,87.0,22.5,3,0,1,3,12
1703,10.5,79.5,11.0,4,0,1,3,13
1792,11.0,77.0,13.0,2,0,1,3,14
1723,10.5,79.5,14.0,2,0,1,3,15
1419,9.0,82.0,13.0,3,0,1,3,16
1232,9.0,82.0,13.0,3,0,1,3,17
893,8.5,82.0,11.0,1,0,1,3,18
713,8.5,82.0,12.0,2,0,1,3,19
478,9.0,82.0,14.0,7,0,1,3,20
183,9.0,82.0,18.0,7,0,1,3,21
241,9.0,87.0,17.0,7,0,1,3,22
279,9.5,84.5,19.5,7,0,1,3,23
307,10.0,88.0,19.0,3,0,1,3,0
255,10.0,88.0,19.0,7,0,1,3,1
216,10.0,91.0,18.5,3,0,1,3,2
162,10.5,91.0,22.0,3,0,1,3,3
121,11.0,91.0,19.0,3,0,1,3,4
75,11.0,94.0,18.5,3,0,1,3,5
101,11.5,91.0,16.0,4,0,1,3,6
120,12.0,88.0,14.0,2,0,1,3,7
236,12.0,94.0,15.0,3,0,1,3,8
494,12.0,94.0,15.0,4,0,1,3,9
842,13.0,88.0,14.0,3,0,1,3,10
1058,14.0,82.0,17.0,4,0,1,3,11
1352,15.0,82.0,12.0,2,0,1,3,12
1727,15.0,82.0,18.5,2,0,1,3,13
1850,14.0,85.0,19.0,3,0,1,3,14
1703,14.0,85.0,15.0,3,0,1,3,15
1467,13.5,85.0,16.0,3,0,1,3,16
1109,13.5,85.0,11.0,3,0,1,3,17
901,13.0,88.0,14.0,3,0,1,3,18
675,13.0,88.0,13.0,3,0,1,3,19
547,13.0,88.0,9.0,3,0,1,3,20
427,13.0,88.0,10.5,3,0,1,3,21
341,12.5,91.0,7.0,3,0,1,3,22
274,12.0,88.0,7.5,1,0,1,3,23
152,12.5,85.0,9.0,1,0,0,3,0
70,12.0,88.0,7.0,1,0,0,3,1
52,13.0,79.5,14.0,1,0,0,3,2
28,13.0,77.0,16.5,1,0,0,3,3
56,13.0,72.0,19.5,1,0,0,3,4
97,12.5,72.0,14.0,1,0,0,3,5
520,11.5,72.0,14.0,1,0,0,3,6
1972,11.0,69.5,17.5,1,0,0,3,7
3937,11.0,64.5,16.5,1,0,0,3,8
1903,12.0,60.5,15.0,1,0,0,3,9
881,12.5,63.0,18.5,1,0,0,3,10
845,13.0,67.0,18.0,2,0,0,3,11
1009,14.0,69.5,15.5,2,0,0,3,12
1148,14.0,72.0,22.0,2,0,0,3,13
1002,13.5,79.5,26.0,3,0,0,3,14
1121,13.0,79.5,30.5,3,0,0,3,15
1400,13.0,74.5,33.0,3,0,0,3,16
2904,13.0,67.0,32.5,2,0,0,3,17
2833,13.0,67.0,30.5,3,0,0,3,18
1604,12.0,72.0,29.0,2,0,0,3,19
897,11.0,72.0,21.0,3,0,0,3,20
587,10.0,67.0,20.0,1,0,0,3,21
431,10.0,71.0,17.0,1,0,0,3,22
275,9.0,76.0,18.5,1,0,0,3,23
129,9.0,76.0,16.0,1,0,0,3,0
67,8.0,82.0,12.0,1,0,0,3,1
36,8.0,82.0,12.0,1,0,0,3,2
24,8.0,84.5,16.0,1,0,0,3,3
33,8.0,87.0,13.0,1,0,0,3,4
116,8.0,87.0,13.0,1,0,0,3,5
613,8.5,84.5,16.0,2,0,0,3,6
2095,9.5,79.0,27.0,2,0,0,3,7
4031,10.0,76.0,26.0,2,0,0,3,8
1977,10.0,71.0,30.5,2,0,0,3,9
855,10.0,71.0,30.0,2,0,0,3,10
696,11.0,67.0,34.0,3,0,0,3,11
713,11.0,72.0,36.0,7,0,0,3,12
422,11.0,79.5,32.0,7,0,0,3,13
414,11.0,79.5,38.0,7,0,0,3,14
604,11.0,82.0,37.0,7,0,0,3,15
806,11.0,82.0,33.0,7,0,0,3,16
1581,11.0,85.0,33.0,7,0,0,3,17
1731,11.5,85.0,37.0,7,0,0,3,18
1283,11.5,85.0,32.0,7,0,0,3,19
794,12.0,82.0,34.0,7,0,0,3,20
549,11.5,85.0,36.0,7,0,0,3,21
420,12.0,82.0,30.0,7,0,0,3,22
235,12.0,82.0,29.5,7,0,0,3,23
102,12.0,82.0,35.0,7,0,0,3,0
66,12.0,85.0,30.5,3,0,0,3,1
32,12.0,88.0,35.0,7,0,0,3,2
32,12.0,88.0,32.0,7,0,0,3,3
27,12.0,88.0,31.0,7,0,0,3,4
76,12.0,88.0,32.5,7,0,0,3,5
